filename,numbers,seuil,timeQuickSeuil,timeQuickRdmSeuil
./exemplaires/testset_1000_28.txt,1000,0,1.97977,0.453062
./exemplaires/testset_1000_28.txt,1000,2,1.6343,0.467892
./exemplaires/testset_1000_28.txt,1000,4,1.63981,0.468394
./exemplaires/testset_1000_28.txt,1000,6,1.65081,0.449981
./exemplaires/testset_1000_28.txt,1000,8,1.8154,0.450994
./exemplaires/testset_1000_28.txt,1000,10,1.71461,0.451449
./exemplaires/testset_1000_28.txt,1000,12,1.69329,0.457516
./exemplaires/testset_1000_28.txt,1000,14,1.7553,0.477655
./exemplaires/testset_1000_28.txt,1000,16,1.84903,0.459905
./exemplaires/testset_1000_28.txt,1000,18,1.76758,0.458967
./exemplaires/testset_1000_28.txt,1000,20,1.78343,0.464552
./exemplaires/testset_1000_28.txt,1000,32,1.9084,0.45757
./exemplaires/testset_1000_28.txt,1000,64,2.25377,0.461892
./exemplaires/testset_1000_28.txt,1000,128,3.11281,0.453758
./exemplaires/testset_1000_28.txt,1000,256,4.77086,0.454622
./exemplaires/testset_1000_29.txt,1000,0,3.90424,0.413414
./exemplaires/testset_1000_29.txt,1000,2,3.9572,0.421783
./exemplaires/testset_1000_29.txt,1000,4,3.87726,0.421019
./exemplaires/testset_1000_29.txt,1000,6,3.95018,0.416227
./exemplaires/testset_1000_29.txt,1000,8,3.86059,0.412573
./exemplaires/testset_1000_29.txt,1000,10,3.87389,0.506473
./exemplaires/testset_1000_29.txt,1000,12,4.65675,0.424249
./exemplaires/testset_1000_29.txt,1000,14,3.98729,0.425044
./exemplaires/testset_1000_29.txt,1000,16,3.96464,0.42086
./exemplaires/testset_1000_29.txt,1000,18,4.0189,0.42377
./exemplaires/testset_1000_29.txt,1000,20,4.06702,0.414591
./exemplaires/testset_1000_29.txt,1000,32,4.18149,0.422951
./exemplaires/testset_1000_29.txt,1000,64,4.58221,0.424168
./exemplaires/testset_1000_29.txt,1000,128,5.65934,0.414613
./exemplaires/testset_1000_29.txt,1000,256,5.58344,0.416297
./exemplaires/testset_5000_0.txt,5000,0,2.48061,2.51279
./exemplaires/testset_5000_0.txt,5000,2,2.3526,2.59034
./exemplaires/testset_5000_0.txt,5000,4,2.42649,2.54736
./exemplaires/testset_5000_0.txt,5000,6,2.39755,2.56182
./exemplaires/testset_5000_0.txt,5000,8,2.50118,2.54055
./exemplaires/testset_5000_0.txt,5000,10,2.55876,2.54903
./exemplaires/testset_5000_0.txt,5000,12,2.57254,2.53337
./exemplaires/testset_5000_0.txt,5000,14,2.65677,2.52336
./exemplaires/testset_5000_0.txt,5000,16,2.71081,2.52144
./exemplaires/testset_5000_0.txt,5000,18,2.78502,2.4954
./exemplaires/testset_5000_0.txt,5000,20,2.87929,2.53226
./exemplaires/testset_5000_0.txt,5000,32,3.54437,2.57641
./exemplaires/testset_5000_0.txt,5000,64,5.18122,2.52873
./exemplaires/testset_5000_0.txt,5000,128,8.55295,2.52703
./exemplaires/testset_5000_0.txt,5000,256,16.7595,2.53296
./exemplaires/testset_5000_1.txt,5000,0,2.58955,2.55055
./exemplaires/testset_5000_1.txt,5000,2,2.60489,2.62074
./exemplaires/testset_5000_1.txt,5000,4,2.4607,2.54521
./exemplaires/testset_5000_1.txt,5000,6,2.47311,2.54903
./exemplaires/testset_5000_1.txt,5000,8,2.56424,2.54491
./exemplaires/testset_5000_1.txt,5000,10,2.60273,2.54591
./exemplaires/testset_5000_1.txt,5000,12,2.67462,2.56526
./exemplaires/testset_5000_1.txt,5000,14,2.83225,2.53861
./exemplaires/testset_5000_1.txt,5000,16,2.86712,2.54803
./exemplaires/testset_5000_1.txt,5000,18,2.9127,2.61285
./exemplaires/testset_5000_1.txt,5000,20,3.03604,2.66069
./exemplaires/testset_5000_1.txt,5000,32,3.61218,2.60444
./exemplaires/testset_5000_1.txt,5000,64,5.29134,2.70761
./exemplaires/testset_5000_1.txt,5000,128,9.10471,3.05169
./exemplaires/testset_5000_1.txt,5000,256,17.1681,2.61909
./exemplaires/testset_5000_2.txt,5000,0,2.66992,2.60325
./exemplaires/testset_5000_2.txt,5000,2,2.79275,2.64762
./exemplaires/testset_5000_2.txt,5000,4,2.53993,2.60735
./exemplaires/testset_5000_2.txt,5000,6,2.59775,2.61565
./exemplaires/testset_5000_2.txt,5000,8,2.64483,2.61161
./exemplaires/testset_5000_2.txt,5000,10,2.66082,2.6928
./exemplaires/testset_5000_2.txt,5000,12,2.84998,2.62166
./exemplaires/testset_5000_2.txt,5000,14,2.84308,2.63417
./exemplaires/testset_5000_2.txt,5000,16,2.87058,2.58316
./exemplaires/testset_5000_2.txt,5000,18,2.97169,2.61258
./exemplaires/testset_5000_2.txt,5000,20,3.11299,2.60156
./exemplaires/testset_5000_2.txt,5000,32,3.73433,2.5949
./exemplaires/testset_5000_2.txt,5000,64,5.5893,2.60969
./exemplaires/testset_5000_2.txt,5000,128,9.26173,2.59917
./exemplaires/testset_5000_2.txt,5000,256,16.0028,2.73113
./exemplaires/testset_5000_3.txt,5000,0,2.74412,2.90393
./exemplaires/testset_5000_3.txt,5000,2,2.73129,2.8624
./exemplaires/testset_5000_3.txt,5000,4,2.56682,2.82485
./exemplaires/testset_5000_3.txt,5000,6,2.63352,2.80855
./exemplaires/testset_5000_3.txt,5000,8,2.67091,2.8201
./exemplaires/testset_5000_3.txt,5000,10,2.80693,2.84603
./exemplaires/testset_5000_3.txt,5000,12,2.76745,2.83175
./exemplaires/testset_5000_3.txt,5000,14,2.82131,2.81789
./exemplaires/testset_5000_3.txt,5000,16,2.96166,2.83059
./exemplaires/testset_5000_3.txt,5000,18,3.12683,2.82853
./exemplaires/testset_5000_3.txt,5000,20,3.15955,2.83309
./exemplaires/testset_5000_3.txt,5000,32,3.84443,2.57717
./exemplaires/testset_5000_3.txt,5000,64,5.50798,2.69417
./exemplaires/testset_5000_3.txt,5000,128,9.57314,2.58047
./exemplaires/testset_5000_3.txt,5000,256,15.308,2.57746
./exemplaires/testset_5000_4.txt,5000,0,2.96103,2.55897
./exemplaires/testset_5000_4.txt,5000,2,2.72677,2.55681
./exemplaires/testset_5000_4.txt,5000,4,3.14601,3.03804
./exemplaires/testset_5000_4.txt,5000,6,2.56986,2.46816
./exemplaires/testset_5000_4.txt,5000,8,2.6164,2.5486
./exemplaires/testset_5000_4.txt,5000,10,2.76366,2.54263
./exemplaires/testset_5000_4.txt,5000,12,2.83477,2.50628
./exemplaires/testset_5000_4.txt,5000,14,2.81391,2.48655
./exemplaires/testset_5000_4.txt,5000,16,3.05235,2.70758
./exemplaires/testset_5000_4.txt,5000,18,3.71021,2.64411
./exemplaires/testset_5000_4.txt,5000,20,3.4498,2.62359
./exemplaires/testset_5000_4.txt,5000,32,3.6372,2.63002
./exemplaires/testset_5000_4.txt,5000,64,6.40637,2.63605
./exemplaires/testset_5000_4.txt,5000,128,8.9595,2.52529
./exemplaires/testset_5000_4.txt,5000,256,14.8464,2.4805
./exemplaires/testset_5000_5.txt,5000,0,2.52604,2.74545
./exemplaires/testset_5000_5.txt,5000,2,2.47181,2.63555
./exemplaires/testset_5000_5.txt,5000,4,2.37315,2.57359
./exemplaires/testset_5000_5.txt,5000,6,2.30258,2.57313
./exemplaires/testset_5000_5.txt,5000,8,2.35096,2.56303
./exemplaires/testset_5000_5.txt,5000,10,2.43208,2.56927
./exemplaires/testset_5000_5.txt,5000,12,2.51291,2.55983
./exemplaires/testset_5000_5.txt,5000,14,2.58425,2.56721
./exemplaires/testset_5000_5.txt,5000,16,2.66166,2.57482
./exemplaires/testset_5000_5.txt,5000,18,2.76235,2.56785
./exemplaires/testset_5000_5.txt,5000,20,2.82205,2.56091
./exemplaires/testset_5000_5.txt,5000,32,3.38666,2.56229
./exemplaires/testset_5000_5.txt,5000,64,5.14266,2.52912
./exemplaires/testset_5000_5.txt,5000,128,10.0747,2.63508
./exemplaires/testset_5000_5.txt,5000,256,15.2828,2.63402
./exemplaires/testset_5000_6.txt,5000,0,2.33381,2.58506
./exemplaires/testset_5000_6.txt,5000,2,2.22117,2.59855
./exemplaires/testset_5000_6.txt,5000,4,2.24996,2.60006
./exemplaires/testset_5000_6.txt,5000,6,2.31104,2.59292
./exemplaires/testset_5000_6.txt,5000,8,2.31032,2.58378
./exemplaires/testset_5000_6.txt,5000,10,2.60928,2.62599
./exemplaires/testset_5000_6.txt,5000,12,2.38254,2.59827
./exemplaires/testset_5000_6.txt,5000,14,2.52301,2.59678
./exemplaires/testset_5000_6.txt,5000,16,2.60038,2.66858
./exemplaires/testset_5000_6.txt,5000,18,2.68165,2.60086
./exemplaires/testset_5000_6.txt,5000,20,2.8277,2.58935
./exemplaires/testset_5000_6.txt,5000,32,3.44848,2.6347
./exemplaires/testset_5000_6.txt,5000,64,5.28183,2.60309
./exemplaires/testset_5000_6.txt,5000,128,8.65725,2.60138
./exemplaires/testset_5000_6.txt,5000,256,16.0151,2.68514
./exemplaires/testset_5000_7.txt,5000,0,2.48684,2.62509
./exemplaires/testset_5000_7.txt,5000,2,2.38087,2.72128
./exemplaires/testset_5000_7.txt,5000,4,2.36375,2.76283
./exemplaires/testset_5000_7.txt,5000,6,2.36226,2.68597
./exemplaires/testset_5000_7.txt,5000,8,2.40915,2.67253
./exemplaires/testset_5000_7.txt,5000,10,2.43617,2.65384
./exemplaires/testset_5000_7.txt,5000,12,2.55892,2.82985
./exemplaires/testset_5000_7.txt,5000,14,2.65575,2.68066
./exemplaires/testset_5000_7.txt,5000,16,2.69328,2.66617
./exemplaires/testset_5000_7.txt,5000,18,2.78536,2.63378
./exemplaires/testset_5000_7.txt,5000,20,2.84569,2.93112
./exemplaires/testset_5000_7.txt,5000,32,3.66595,2.73007
./exemplaires/testset_5000_7.txt,5000,64,5.07142,2.65678
./exemplaires/testset_5000_7.txt,5000,128,8.90087,2.67855
./exemplaires/testset_5000_7.txt,5000,256,16.8028,2.65075
./exemplaires/testset_5000_8.txt,5000,0,2.41457,2.63176
./exemplaires/testset_5000_8.txt,5000,2,2.38757,2.99727
./exemplaires/testset_5000_8.txt,5000,4,2.2488,2.91717
./exemplaires/testset_5000_8.txt,5000,6,2.20752,2.88124
./exemplaires/testset_5000_8.txt,5000,8,2.26698,2.88437
./exemplaires/testset_5000_8.txt,5000,10,2.32078,2.90996
./exemplaires/testset_5000_8.txt,5000,12,2.44411,2.91304
./exemplaires/testset_5000_8.txt,5000,14,2.52584,2.91609
./exemplaires/testset_5000_8.txt,5000,16,2.61384,2.91516
./exemplaires/testset_5000_8.txt,5000,18,2.72054,2.91392
./exemplaires/testset_5000_8.txt,5000,20,2.75611,2.91659
./exemplaires/testset_5000_8.txt,5000,32,3.4252,2.90731
./exemplaires/testset_5000_8.txt,5000,64,5.09917,2.89156
./exemplaires/testset_5000_8.txt,5000,128,8.40909,2.92741
./exemplaires/testset_5000_8.txt,5000,256,16.7213,2.91613
./exemplaires/testset_5000_9.txt,5000,0,2.5223,2.5787
./exemplaires/testset_5000_9.txt,5000,2,2.1652,2.7134
./exemplaires/testset_5000_9.txt,5000,4,2.1822,2.57556
./exemplaires/testset_5000_9.txt,5000,6,2.16083,2.57367
./exemplaires/testset_5000_9.txt,5000,8,2.33666,2.56707
./exemplaires/testset_5000_9.txt,5000,10,2.32391,2.56295
./exemplaires/testset_5000_9.txt,5000,12,2.36087,2.57998
./exemplaires/testset_5000_9.txt,5000,14,2.45336,2.57689
./exemplaires/testset_5000_9.txt,5000,16,2.53595,2.55386
./exemplaires/testset_5000_9.txt,5000,18,2.65981,2.5655
./exemplaires/testset_5000_9.txt,5000,20,2.73574,2.56241
./exemplaires/testset_5000_9.txt,5000,32,3.27914,2.5602
./exemplaires/testset_5000_9.txt,5000,64,5.13874,2.64604
./exemplaires/testset_5000_9.txt,5000,128,8.86829,2.55388
./exemplaires/testset_5000_9.txt,5000,256,16.1462,2.57517
./exemplaires/testset_5000_10.txt,5000,0,2.54832,2.63387
./exemplaires/testset_5000_10.txt,5000,2,2.4957,2.66729
./exemplaires/testset_5000_10.txt,5000,4,2.4956,2.57863
./exemplaires/testset_5000_10.txt,5000,6,2.48323,2.63514
./exemplaires/testset_5000_10.txt,5000,8,2.60946,2.64144
./exemplaires/testset_5000_10.txt,5000,10,2.58281,2.64031
./exemplaires/testset_5000_10.txt,5000,12,2.63522,2.63701
./exemplaires/testset_5000_10.txt,5000,14,3.42688,2.71296
./exemplaires/testset_5000_10.txt,5000,16,2.82768,2.6458
./exemplaires/testset_5000_10.txt,5000,18,2.92672,2.64164
./exemplaires/testset_5000_10.txt,5000,20,3.01315,2.63882
./exemplaires/testset_5000_10.txt,5000,32,3.55155,2.62959
./exemplaires/testset_5000_10.txt,5000,64,5.29979,2.61821
./exemplaires/testset_5000_10.txt,5000,128,9.19573,2.77316
./exemplaires/testset_5000_10.txt,5000,256,15.594,2.63587
./exemplaires/testset_5000_11.txt,5000,0,2.34953,2.98294
./exemplaires/testset_5000_11.txt,5000,2,2.24365,3.00155
./exemplaires/testset_5000_11.txt,5000,4,2.28324,3.00628
./exemplaires/testset_5000_11.txt,5000,6,2.3182,2.98985
./exemplaires/testset_5000_11.txt,5000,8,2.33612,2.99111
./exemplaires/testset_5000_11.txt,5000,10,2.44206,2.99304
./exemplaires/testset_5000_11.txt,5000,12,2.51867,2.99202
./exemplaires/testset_5000_11.txt,5000,14,2.60781,3.00244
./exemplaires/testset_5000_11.txt,5000,16,2.71596,2.9928
./exemplaires/testset_5000_11.txt,5000,18,2.80282,2.99464
./exemplaires/testset_5000_11.txt,5000,20,2.92539,3.05714
./exemplaires/testset_5000_11.txt,5000,32,4.20079,3.02195
./exemplaires/testset_5000_11.txt,5000,64,5.07166,2.9867
./exemplaires/testset_5000_11.txt,5000,128,8.67616,3.04104
./exemplaires/testset_5000_11.txt,5000,256,15.9437,2.99824
./exemplaires/testset_5000_12.txt,5000,0,2.39022,2.61195
./exemplaires/testset_5000_12.txt,5000,2,2.36208,2.68804
./exemplaires/testset_5000_12.txt,5000,4,2.35265,2.60194
./exemplaires/testset_5000_12.txt,5000,6,2.41817,2.56551
./exemplaires/testset_5000_12.txt,5000,8,2.48025,2.57442
./exemplaires/testset_5000_12.txt,5000,10,2.55241,2.6877
./exemplaires/testset_5000_12.txt,5000,12,2.53103,2.60829
./exemplaires/testset_5000_12.txt,5000,14,2.67694,2.57329
./exemplaires/testset_5000_12.txt,5000,16,2.71642,2.64553
./exemplaires/testset_5000_12.txt,5000,18,2.81049,2.573
./exemplaires/testset_5000_12.txt,5000,20,3.02694,2.59824
./exemplaires/testset_5000_12.txt,5000,32,3.55455,2.60215
./exemplaires/testset_5000_12.txt,5000,64,5.16946,2.56855
./exemplaires/testset_5000_12.txt,5000,128,8.36161,2.58694
./exemplaires/testset_5000_12.txt,5000,256,16.9372,2.55334
./exemplaires/testset_5000_13.txt,5000,0,2.44285,2.66915
./exemplaires/testset_5000_13.txt,5000,2,2.4365,2.69348
./exemplaires/testset_5000_13.txt,5000,4,2.41674,2.65983
./exemplaires/testset_5000_13.txt,5000,6,2.4772,2.68193
./exemplaires/testset_5000_13.txt,5000,8,2.49515,2.64137
./exemplaires/testset_5000_13.txt,5000,10,2.66158,2.70481
./exemplaires/testset_5000_13.txt,5000,12,2.68508,2.73272
./exemplaires/testset_5000_13.txt,5000,14,2.71034,2.6363
./exemplaires/testset_5000_13.txt,5000,16,2.79778,2.61092
./exemplaires/testset_5000_13.txt,5000,18,2.85741,2.61118
./exemplaires/testset_5000_13.txt,5000,20,2.93398,2.6117
./exemplaires/testset_5000_13.txt,5000,32,3.52481,2.60665
./exemplaires/testset_5000_13.txt,5000,64,5.29345,2.6158
./exemplaires/testset_5000_13.txt,5000,128,8.88525,2.64192
./exemplaires/testset_5000_13.txt,5000,256,17.5415,2.64737
./exemplaires/testset_5000_14.txt,5000,0,2.28092,2.54121
./exemplaires/testset_5000_14.txt,5000,2,2.21707,2.60384
./exemplaires/testset_5000_14.txt,5000,4,2.30621,2.53497
./exemplaires/testset_5000_14.txt,5000,6,2.30272,2.53512
./exemplaires/testset_5000_14.txt,5000,8,2.37039,2.52848
./exemplaires/testset_5000_14.txt,5000,10,2.40879,2.54361
./exemplaires/testset_5000_14.txt,5000,12,2.51175,2.55029
./exemplaires/testset_5000_14.txt,5000,14,2.56123,2.62481
./exemplaires/testset_5000_14.txt,5000,16,2.64615,2.68703
./exemplaires/testset_5000_14.txt,5000,18,2.77226,2.6325
./exemplaires/testset_5000_14.txt,5000,20,2.86677,2.6312
./exemplaires/testset_5000_14.txt,5000,32,3.42624,2.63132
./exemplaires/testset_5000_14.txt,5000,64,5.18163,2.64139
./exemplaires/testset_5000_14.txt,5000,128,9.03595,2.67757
./exemplaires/testset_5000_14.txt,5000,256,16.9043,2.64574
./exemplaires/testset_5000_15.txt,5000,0,2.41287,2.881
./exemplaires/testset_5000_15.txt,5000,2,2.43812,2.85462
./exemplaires/testset_5000_15.txt,5000,4,2.33514,2.81976
./exemplaires/testset_5000_15.txt,5000,6,2.32666,2.81397
./exemplaires/testset_5000_15.txt,5000,8,2.42257,2.81581
./exemplaires/testset_5000_15.txt,5000,10,2.44005,2.79758
./exemplaires/testset_5000_15.txt,5000,12,2.5385,2.8237
./exemplaires/testset_5000_15.txt,5000,14,2.63241,2.80349
./exemplaires/testset_5000_15.txt,5000,16,2.71272,2.81948
./exemplaires/testset_5000_15.txt,5000,18,2.82776,2.80746
./exemplaires/testset_5000_15.txt,5000,20,2.88433,2.80522
./exemplaires/testset_5000_15.txt,5000,32,3.49982,2.77905
./exemplaires/testset_5000_15.txt,5000,64,5.0473,2.7552
./exemplaires/testset_5000_15.txt,5000,128,8.72773,2.75027
./exemplaires/testset_5000_15.txt,5000,256,16.5679,2.75525
./exemplaires/testset_5000_16.txt,5000,0,2.47214,2.74528
./exemplaires/testset_5000_16.txt,5000,2,2.45166,2.7145
./exemplaires/testset_5000_16.txt,5000,4,2.3238,2.71307
./exemplaires/testset_5000_16.txt,5000,6,2.31321,2.66957
./exemplaires/testset_5000_16.txt,5000,8,2.38174,2.666
./exemplaires/testset_5000_16.txt,5000,10,2.43486,2.66815
./exemplaires/testset_5000_16.txt,5000,12,2.5133,2.68613
./exemplaires/testset_5000_16.txt,5000,14,2.5916,2.66792
./exemplaires/testset_5000_16.txt,5000,16,2.666,2.49048
./exemplaires/testset_5000_16.txt,5000,18,2.75194,2.4061
./exemplaires/testset_5000_16.txt,5000,20,2.85669,2.50248
./exemplaires/testset_5000_16.txt,5000,32,3.52452,2.56977
./exemplaires/testset_5000_16.txt,5000,64,5.43504,2.47816
./exemplaires/testset_5000_16.txt,5000,128,8.49549,2.51439
./exemplaires/testset_5000_16.txt,5000,256,19.2657,2.43433
./exemplaires/testset_5000_17.txt,5000,0,2.63894,2.65112
./exemplaires/testset_5000_17.txt,5000,2,2.63848,2.66003
./exemplaires/testset_5000_17.txt,5000,4,2.49865,2.58064
./exemplaires/testset_5000_17.txt,5000,6,2.49998,2.58283
./exemplaires/testset_5000_17.txt,5000,8,2.57957,2.57305
./exemplaires/testset_5000_17.txt,5000,10,2.65207,2.57823
./exemplaires/testset_5000_17.txt,5000,12,2.68561,2.57077
./exemplaires/testset_5000_17.txt,5000,14,2.76253,2.63673
./exemplaires/testset_5000_17.txt,5000,16,2.91949,2.6472
./exemplaires/testset_5000_17.txt,5000,18,2.91107,2.57112
./exemplaires/testset_5000_17.txt,5000,20,3.09969,2.56879
./exemplaires/testset_5000_17.txt,5000,32,3.63644,2.58616
./exemplaires/testset_5000_17.txt,5000,64,5.14473,2.57432
./exemplaires/testset_5000_17.txt,5000,128,8.44832,2.76005
./exemplaires/testset_5000_17.txt,5000,256,16.3695,2.62496
./exemplaires/testset_5000_18.txt,5000,0,2.62799,2.55044
./exemplaires/testset_5000_18.txt,5000,2,2.51676,2.94016
./exemplaires/testset_5000_18.txt,5000,4,2.53142,2.66992
./exemplaires/testset_5000_18.txt,5000,6,2.55842,2.533
./exemplaires/testset_5000_18.txt,5000,8,2.69222,2.5783
./exemplaires/testset_5000_18.txt,5000,10,2.69103,2.67137
./exemplaires/testset_5000_18.txt,5000,12,2.66511,2.49183
./exemplaires/testset_5000_18.txt,5000,14,3.04095,2.54057
./exemplaires/testset_5000_18.txt,5000,16,2.90966,2.51262
./exemplaires/testset_5000_18.txt,5000,18,3.49097,2.51072
./exemplaires/testset_5000_18.txt,5000,20,2.98102,2.49331
./exemplaires/testset_5000_18.txt,5000,32,3.60412,2.53263
./exemplaires/testset_5000_18.txt,5000,64,5.61772,2.60473
./exemplaires/testset_5000_18.txt,5000,128,8.83031,2.56084
./exemplaires/testset_5000_18.txt,5000,256,14.995,2.64092
./exemplaires/testset_5000_19.txt,5000,0,2.4954,2.78225
./exemplaires/testset_5000_19.txt,5000,2,2.34342,2.79248
./exemplaires/testset_5000_19.txt,5000,4,2.33888,2.79427
./exemplaires/testset_5000_19.txt,5000,6,2.37092,2.77871
./exemplaires/testset_5000_19.txt,5000,8,2.41962,2.7829
./exemplaires/testset_5000_19.txt,5000,10,2.45459,2.76817
./exemplaires/testset_5000_19.txt,5000,12,2.60161,2.79734
./exemplaires/testset_5000_19.txt,5000,14,2.66857,2.7812
./exemplaires/testset_5000_19.txt,5000,16,2.73575,2.78401
./exemplaires/testset_5000_19.txt,5000,18,2.82437,2.77637
./exemplaires/testset_5000_19.txt,5000,20,2.93411,2.78102
./exemplaires/testset_5000_19.txt,5000,32,3.62416,2.7756
./exemplaires/testset_5000_19.txt,5000,64,5.28896,2.77138
./exemplaires/testset_5000_19.txt,5000,128,8.40817,2.93478
./exemplaires/testset_5000_19.txt,5000,256,15.8826,2.78844
./exemplaires/testset_5000_20.txt,5000,0,14.5056,2.36427
./exemplaires/testset_5000_20.txt,5000,2,14.1355,2.36447
./exemplaires/testset_5000_20.txt,5000,4,13.7455,2.36646
./exemplaires/testset_5000_20.txt,5000,6,13.7361,2.36119
./exemplaires/testset_5000_20.txt,5000,8,13.9041,2.35286
./exemplaires/testset_5000_20.txt,5000,10,13.8668,2.35334
./exemplaires/testset_5000_20.txt,5000,12,13.9953,2.32438
./exemplaires/testset_5000_20.txt,5000,14,14.0192,2.3493
./exemplaires/testset_5000_20.txt,5000,16,14.0954,2.34929
./exemplaires/testset_5000_20.txt,5000,18,14.1388,2.35423
./exemplaires/testset_5000_20.txt,5000,20,14.2157,2.59529
./exemplaires/testset_5000_20.txt,5000,32,14.9238,2.63999
./exemplaires/testset_5000_20.txt,5000,64,17.4053,2.57267
./exemplaires/testset_5000_20.txt,5000,128,20.4252,2.64397
./exemplaires/testset_5000_20.txt,5000,256,28.8219,2.59251
./exemplaires/testset_5000_21.txt,5000,0,6.16309,2.61484
./exemplaires/testset_5000_21.txt,5000,2,5.70218,2.59135
./exemplaires/testset_5000_21.txt,5000,4,5.76576,2.52838
./exemplaires/testset_5000_21.txt,5000,6,5.64642,2.53012
./exemplaires/testset_5000_21.txt,5000,8,5.8025,2.52762
./exemplaires/testset_5000_21.txt,5000,10,5.77707,2.53746
./exemplaires/testset_5000_21.txt,5000,12,5.83717,2.536
./exemplaires/testset_5000_21.txt,5000,14,5.96881,2.73721
./exemplaires/testset_5000_21.txt,5000,16,6.11931,2.60437
./exemplaires/testset_5000_21.txt,5000,18,6.1968,2.52365
./exemplaires/testset_5000_21.txt,5000,20,6.13325,2.56773
./exemplaires/testset_5000_21.txt,5000,32,6.71588,2.49881
./exemplaires/testset_5000_21.txt,5000,64,8.7558,2.56059
./exemplaires/testset_5000_21.txt,5000,128,13.2309,2.54244
./exemplaires/testset_5000_21.txt,5000,256,25.4995,2.5313
./exemplaires/testset_5000_22.txt,5000,0,5.30852,2.44828
./exemplaires/testset_5000_22.txt,5000,2,5.3192,2.51841
./exemplaires/testset_5000_22.txt,5000,4,5.35068,2.45982
./exemplaires/testset_5000_22.txt,5000,6,5.43698,2.46971
./exemplaires/testset_5000_22.txt,5000,8,5.47223,2.45446
./exemplaires/testset_5000_22.txt,5000,10,5.37922,2.48008
./exemplaires/testset_5000_22.txt,5000,12,5.5012,2.49249
./exemplaires/testset_5000_22.txt,5000,14,5.64692,2.4777
./exemplaires/testset_5000_22.txt,5000,16,5.68438,2.46547
./exemplaires/testset_5000_22.txt,5000,18,5.66241,2.42184
./exemplaires/testset_5000_22.txt,5000,20,5.87744,2.3904
./exemplaires/testset_5000_22.txt,5000,32,6.6657,2.73264
./exemplaires/testset_5000_22.txt,5000,64,8.83305,2.85928
./exemplaires/testset_5000_22.txt,5000,128,15.3782,2.84781
./exemplaires/testset_5000_22.txt,5000,256,20.7445,2.35865
./exemplaires/testset_5000_23.txt,5000,0,5.48733,2.5331
./exemplaires/testset_5000_23.txt,5000,2,5.77458,2.49738
./exemplaires/testset_5000_23.txt,5000,4,5.48138,2.49372
./exemplaires/testset_5000_23.txt,5000,6,5.48715,2.43062
./exemplaires/testset_5000_23.txt,5000,8,5.48275,2.43517
./exemplaires/testset_5000_23.txt,5000,10,5.57261,2.44068
./exemplaires/testset_5000_23.txt,5000,12,5.71626,2.42052
./exemplaires/testset_5000_23.txt,5000,14,5.83373,2.44057
./exemplaires/testset_5000_23.txt,5000,16,5.81313,2.45153
./exemplaires/testset_5000_23.txt,5000,18,5.96809,2.43167
./exemplaires/testset_5000_23.txt,5000,20,6.26111,2.41848
./exemplaires/testset_5000_23.txt,5000,32,6.64202,2.44531
./exemplaires/testset_5000_23.txt,5000,64,9.09584,2.6638
./exemplaires/testset_5000_23.txt,5000,128,13.5469,2.43383
./exemplaires/testset_5000_23.txt,5000,256,23.1387,2.45071
./exemplaires/testset_5000_24.txt,5000,0,8.30144,2.41171
./exemplaires/testset_5000_24.txt,5000,2,8.1451,2.43414
./exemplaires/testset_5000_24.txt,5000,4,8.08775,2.43676
./exemplaires/testset_5000_24.txt,5000,6,8.17833,2.38824
./exemplaires/testset_5000_24.txt,5000,8,8.13137,2.39887
./exemplaires/testset_5000_24.txt,5000,10,8.23485,2.39159
./exemplaires/testset_5000_24.txt,5000,12,8.25521,2.37376
./exemplaires/testset_5000_24.txt,5000,14,8.25046,2.37666
./exemplaires/testset_5000_24.txt,5000,16,8.35829,2.37553
./exemplaires/testset_5000_24.txt,5000,18,8.5601,2.44213
./exemplaires/testset_5000_24.txt,5000,20,8.66047,2.46162
./exemplaires/testset_5000_24.txt,5000,32,9.41424,2.45841
./exemplaires/testset_5000_24.txt,5000,64,11.8872,2.47143
./exemplaires/testset_5000_24.txt,5000,128,16.0646,2.47035
./exemplaires/testset_5000_24.txt,5000,256,25.3695,2.65331
./exemplaires/testset_5000_25.txt,5000,0,14.7818,2.83442
./exemplaires/testset_5000_25.txt,5000,2,15.0456,2.86041
./exemplaires/testset_5000_25.txt,5000,4,14.8808,2.76975
./exemplaires/testset_5000_25.txt,5000,6,14.789,2.79307
./exemplaires/testset_5000_25.txt,5000,8,16.2473,2.80149
./exemplaires/testset_5000_25.txt,5000,10,14.7271,2.78407
./exemplaires/testset_5000_25.txt,5000,12,14.7613,2.77721
./exemplaires/testset_5000_25.txt,5000,14,14.8082,2.79054
./exemplaires/testset_5000_25.txt,5000,16,14.9889,2.88147
./exemplaires/testset_5000_25.txt,5000,18,16.6965,2.77117
./exemplaires/testset_5000_25.txt,5000,20,15.2569,2.75059
./exemplaires/testset_5000_25.txt,5000,32,15.694,2.74961
./exemplaires/testset_5000_25.txt,5000,64,17.5649,2.7948
./exemplaires/testset_5000_25.txt,5000,128,21.0903,2.94511
./exemplaires/testset_5000_25.txt,5000,256,35.397,2.79986
./exemplaires/testset_5000_26.txt,5000,0,6.70758,2.53427
./exemplaires/testset_5000_26.txt,5000,2,6.70641,2.52417
./exemplaires/testset_5000_26.txt,5000,4,6.73291,2.51506
