filename,numbers,seuil,timeQuickSeuil,timeQuickRdmSeuil
./exemplaires/testset_1000_15.txt,1000,4,0.41539,0.464451
./exemplaires/testset_1000_15.txt,1000,6,0.352471,0.470084
./exemplaires/testset_1000_15.txt,1000,8,0.400942,0.462096
./exemplaires/testset_1000_15.txt,1000,10,0.440852,0.51042
./exemplaires/testset_1000_15.txt,1000,12,0.50336,0.481567
./exemplaires/testset_1000_15.txt,1000,14,0.49473,0.462531
./exemplaires/testset_1000_15.txt,1000,16,0.463132,0.47864
./exemplaires/testset_1000_15.txt,1000,18,0.485097,0.488444
./exemplaires/testset_1000_15.txt,1000,20,0.489834,0.506215
./exemplaires/testset_1000_15.txt,1000,32,0.733802,0.522294
./exemplaires/testset_1000_15.txt,1000,64,0.887362,0.463514
./exemplaires/testset_1000_15.txt,1000,128,1.6945,0.509308
./exemplaires/testset_1000_15.txt,1000,256,3.11906,0.465556
./exemplaires/testset_1000_16.txt,1000,0,0.4341,0.434161
./exemplaires/testset_1000_16.txt,1000,2,0.368619,0.428738
./exemplaires/testset_1000_16.txt,1000,4,0.367999,0.432019
./exemplaires/testset_1000_16.txt,1000,6,0.375817,0.42835
./exemplaires/testset_1000_16.txt,1000,8,0.393015,0.434291
./exemplaires/testset_1000_16.txt,1000,10,0.424521,0.475491
./exemplaires/testset_1000_16.txt,1000,12,0.504606,0.460463
./exemplaires/testset_1000_16.txt,1000,14,0.450462,0.447243
./exemplaires/testset_1000_16.txt,1000,16,0.463059,0.44009
./exemplaires/testset_1000_16.txt,1000,18,0.47392,0.445135
./exemplaires/testset_1000_16.txt,1000,20,0.476917,0.462866
./exemplaires/testset_1000_16.txt,1000,32,0.613162,0.448112
./exemplaires/testset_1000_16.txt,1000,64,0.875233,0.43975
./exemplaires/testset_1000_16.txt,1000,128,1.44807,0.440112
./exemplaires/testset_1000_16.txt,1000,256,3.33741,0.434377
./exemplaires/testset_1000_17.txt,1000,0,0.363433,0.425194
./exemplaires/testset_1000_17.txt,1000,2,0.387562,0.424124
./exemplaires/testset_1000_17.txt,1000,4,0.340666,0.433456
./exemplaires/testset_1000_17.txt,1000,6,0.385133,0.435909
./exemplaires/testset_1000_17.txt,1000,8,0.360594,0.460324
./exemplaires/testset_1000_17.txt,1000,10,0.388004,0.471218
./exemplaires/testset_1000_17.txt,1000,12,0.459156,0.481965
./exemplaires/testset_1000_17.txt,1000,14,0.453137,0.456909
./exemplaires/testset_1000_17.txt,1000,16,0.413883,0.452236
./exemplaires/testset_1000_17.txt,1000,18,0.492234,0.461056
./exemplaires/testset_1000_17.txt,1000,20,0.435637,0.471093
./exemplaires/testset_1000_17.txt,1000,32,0.603923,0.462297
./exemplaires/testset_1000_17.txt,1000,64,0.933884,0.457058
./exemplaires/testset_1000_17.txt,1000,128,1.72351,0.451987
./exemplaires/testset_1000_17.txt,1000,256,2.80799,0.45567
./exemplaires/testset_1000_18.txt,1000,0,0.387437,0.418123
./exemplaires/testset_1000_18.txt,1000,2,0.361576,0.415299
./exemplaires/testset_1000_18.txt,1000,4,0.365373,0.41544
./exemplaires/testset_1000_18.txt,1000,6,0.365877,0.415313
./exemplaires/testset_1000_18.txt,1000,8,0.376067,0.415002
./exemplaires/testset_1000_18.txt,1000,10,0.392388,0.425828
./exemplaires/testset_1000_18.txt,1000,12,0.402815,0.41923
./exemplaires/testset_1000_18.txt,1000,14,0.410656,0.416424
./exemplaires/testset_1000_18.txt,1000,16,0.434431,0.414929
./exemplaires/testset_1000_18.txt,1000,18,0.461625,0.417918
./exemplaires/testset_1000_18.txt,1000,20,0.463991,0.415919
./exemplaires/testset_1000_18.txt,1000,32,0.602558,0.440599
./exemplaires/testset_1000_18.txt,1000,64,0.959813,0.418768
./exemplaires/testset_1000_18.txt,1000,128,1.65287,0.423147
./exemplaires/testset_1000_18.txt,1000,256,3.68828,0.418663
./exemplaires/testset_1000_19.txt,1000,0,0.431308,0.475226
./exemplaires/testset_1000_19.txt,1000,2,0.405158,0.47542
./exemplaires/testset_1000_19.txt,1000,4,0.405095,0.472515
./exemplaires/testset_1000_19.txt,1000,6,0.411198,0.472074
./exemplaires/testset_1000_19.txt,1000,8,0.41971,0.475257
./exemplaires/testset_1000_19.txt,1000,10,0.43008,0.478531
./exemplaires/testset_1000_19.txt,1000,12,0.449462,0.475549
./exemplaires/testset_1000_19.txt,1000,14,0.45687,0.471426
./exemplaires/testset_1000_19.txt,1000,16,0.470824,0.475331
./exemplaires/testset_1000_19.txt,1000,18,0.496514,0.500585
./exemplaires/testset_1000_19.txt,1000,20,0.506129,0.487125
./exemplaires/testset_1000_19.txt,1000,32,0.662221,0.482594
./exemplaires/testset_1000_19.txt,1000,64,0.95981,0.484172
./exemplaires/testset_1000_19.txt,1000,128,1.76445,0.478103
./exemplaires/testset_1000_19.txt,1000,256,2.83896,0.477328
./exemplaires/testset_1000_20.txt,1000,0,3.45296,0.402149
./exemplaires/testset_1000_20.txt,1000,2,3.40112,0.402016
./exemplaires/testset_1000_20.txt,1000,4,3.39231,0.401592
./exemplaires/testset_1000_20.txt,1000,6,3.46644,0.430918
./exemplaires/testset_1000_20.txt,1000,8,3.57742,0.4195
./exemplaires/testset_1000_20.txt,1000,10,3.64984,0.414381
./exemplaires/testset_1000_20.txt,1000,12,3.53465,0.418016
./exemplaires/testset_1000_20.txt,1000,14,3.53513,0.411001
./exemplaires/testset_1000_20.txt,1000,16,3.54489,0.406007
./exemplaires/testset_1000_20.txt,1000,18,3.45741,0.401574
./exemplaires/testset_1000_20.txt,1000,20,3.56964,0.408829
./exemplaires/testset_1000_20.txt,1000,32,3.60343,0.409087
./exemplaires/testset_1000_20.txt,1000,64,3.95595,0.40631
./exemplaires/testset_1000_20.txt,1000,128,4.68793,0.413019
./exemplaires/testset_1000_20.txt,1000,256,5.69247,0.447594
./exemplaires/testset_1000_21.txt,1000,0,5.69759,0.445349
./exemplaires/testset_1000_21.txt,1000,2,4.25709,0.398844
./exemplaires/testset_1000_21.txt,1000,4,4.26042,0.404458
./exemplaires/testset_1000_21.txt,1000,6,4.41391,0.422518
./exemplaires/testset_1000_21.txt,1000,8,4.51458,0.391751
./exemplaires/testset_1000_21.txt,1000,10,4.38959,0.41575
./exemplaires/testset_1000_21.txt,1000,12,4.36872,0.399278
./exemplaires/testset_1000_21.txt,1000,14,4.30804,0.391098
./exemplaires/testset_1000_21.txt,1000,16,4.37238,0.394581
./exemplaires/testset_1000_21.txt,1000,18,4.33103,0.402228
./exemplaires/testset_1000_21.txt,1000,20,4.32216,0.402025
./exemplaires/testset_1000_21.txt,1000,32,4.47883,0.390697
./exemplaires/testset_1000_21.txt,1000,64,4.75114,0.39572
./exemplaires/testset_1000_21.txt,1000,128,5.35588,0.39084
./exemplaires/testset_1000_21.txt,1000,256,7.60867,0.394203
./exemplaires/testset_1000_22.txt,1000,0,1.38465,0.423165
./exemplaires/testset_1000_22.txt,1000,2,1.33411,0.4227
./exemplaires/testset_1000_22.txt,1000,4,1.33197,0.422667
./exemplaires/testset_1000_22.txt,1000,6,1.45261,0.483059
./exemplaires/testset_1000_22.txt,1000,8,1.56602,0.513662
./exemplaires/testset_1000_22.txt,1000,10,1.45779,0.445272
./exemplaires/testset_1000_22.txt,1000,12,1.45369,0.429629
./exemplaires/testset_1000_22.txt,1000,14,1.44799,0.432829
./exemplaires/testset_1000_22.txt,1000,16,1.39927,0.445341
./exemplaires/testset_1000_22.txt,1000,18,1.4134,0.437159
./exemplaires/testset_1000_22.txt,1000,20,1.4736,0.435613
./exemplaires/testset_1000_22.txt,1000,32,1.5734,0.433385
./exemplaires/testset_1000_22.txt,1000,64,1.96035,0.425413
./exemplaires/testset_1000_22.txt,1000,128,3.08919,0.427216
./exemplaires/testset_1000_22.txt,1000,256,4.58278,0.429858
./exemplaires/testset_1000_23.txt,1000,0,0.969907,0.426962
./exemplaires/testset_1000_23.txt,1000,2,0.918696,0.430567
./exemplaires/testset_1000_23.txt,1000,4,0.919446,0.427519
./exemplaires/testset_1000_23.txt,1000,6,0.923022,0.433355
./exemplaires/testset_1000_23.txt,1000,8,0.935116,0.441095
./exemplaires/testset_1000_23.txt,1000,10,0.941548,0.432163
./exemplaires/testset_1000_23.txt,1000,12,0.992861,0.428798
./exemplaires/testset_1000_23.txt,1000,14,0.969977,0.426715
./exemplaires/testset_1000_23.txt,1000,16,0.985887,0.43874
./exemplaires/testset_1000_23.txt,1000,18,1.03958,0.462892
./exemplaires/testset_1000_23.txt,1000,20,1.02067,0.438762
./exemplaires/testset_1000_23.txt,1000,32,1.18945,0.436393
./exemplaires/testset_1000_23.txt,1000,64,1.61253,0.42955
./exemplaires/testset_1000_23.txt,1000,128,2.40871,0.432473
./exemplaires/testset_1000_23.txt,1000,256,3.97299,0.429544
./exemplaires/testset_1000_24.txt,1000,0,1.31942,0.438526
./exemplaires/testset_1000_24.txt,1000,2,1.2378,0.444039
./exemplaires/testset_1000_24.txt,1000,4,1.24146,0.438047
./exemplaires/testset_1000_24.txt,1000,6,1.24631,0.437671
./exemplaires/testset_1000_24.txt,1000,8,1.25455,0.452759
./exemplaires/testset_1000_24.txt,1000,10,1.30062,0.47743
./exemplaires/testset_1000_24.txt,1000,12,1.31292,0.45913
./exemplaires/testset_1000_24.txt,1000,14,1.34404,0.44648
./exemplaires/testset_1000_24.txt,1000,16,1.3833,0.471267
./exemplaires/testset_1000_24.txt,1000,18,1.33136,0.456443
./exemplaires/testset_1000_24.txt,1000,20,1.40161,0.442899
./exemplaires/testset_1000_24.txt,1000,32,1.479,0.448067
./exemplaires/testset_1000_24.txt,1000,64,1.87567,0.447461
./exemplaires/testset_1000_24.txt,1000,128,2.81286,0.444643
./exemplaires/testset_1000_24.txt,1000,256,4.29317,0.442558
./exemplaires/testset_1000_25.txt,1000,0,3.14225,0.381603
./exemplaires/testset_1000_25.txt,1000,2,3.08861,0.38865
./exemplaires/testset_1000_25.txt,1000,4,3.11588,0.392075
./exemplaires/testset_1000_25.txt,1000,6,3.15381,0.412345
./exemplaires/testset_1000_25.txt,1000,8,3.21032,0.417886
./exemplaires/testset_1000_25.txt,1000,10,3.28753,0.386396
./exemplaires/testset_1000_25.txt,1000,12,3.15575,0.390391
./exemplaires/testset_1000_25.txt,1000,14,3.33533,0.391509
./exemplaires/testset_1000_25.txt,1000,16,3.19001,0.387193
./exemplaires/testset_1000_25.txt,1000,18,3.16617,0.386985
./exemplaires/testset_1000_25.txt,1000,20,3.19573,0.387906
./exemplaires/testset_1000_25.txt,1000,32,3.30829,0.386309
./exemplaires/testset_1000_25.txt,1000,64,3.556,0.38304
./exemplaires/testset_1000_25.txt,1000,128,4.19986,0.385964
./exemplaires/testset_1000_25.txt,1000,256,5.96365,0.389708
./exemplaires/testset_1000_26.txt,1000,0,1.45678,0.381436
./exemplaires/testset_1000_26.txt,1000,2,1.40514,0.3807
./exemplaires/testset_1000_26.txt,1000,4,1.39776,0.380914
./exemplaires/testset_1000_26.txt,1000,6,1.39756,0.3806
./exemplaires/testset_1000_26.txt,1000,8,1.40295,0.401117
./exemplaires/testset_1000_26.txt,1000,10,1.64429,0.393169
./exemplaires/testset_1000_26.txt,1000,12,1.64499,0.399327
./exemplaires/testset_1000_26.txt,1000,14,1.50852,0.392025
./exemplaires/testset_1000_26.txt,1000,16,1.46613,0.401259
./exemplaires/testset_1000_26.txt,1000,18,1.49283,0.404323
./exemplaires/testset_1000_26.txt,1000,20,1.4994,0.394601
./exemplaires/testset_1000_26.txt,1000,32,1.74664,0.390102
./exemplaires/testset_1000_26.txt,1000,64,2.09874,0.394098
./exemplaires/testset_1000_26.txt,1000,128,3.02433,0.388841
./exemplaires/testset_1000_26.txt,1000,256,4.84418,0.390536
./exemplaires/testset_1000_27.txt,1000,0,3.12952,0.402056
./exemplaires/testset_1000_27.txt,1000,2,3.05057,0.411165
./exemplaires/testset_1000_27.txt,1000,4,3.19133,0.40838
./exemplaires/testset_1000_27.txt,1000,6,2.99591,0.471061
./exemplaires/testset_1000_27.txt,1000,8,4.06654,0.513653
./exemplaires/testset_1000_27.txt,1000,10,2.97937,0.406393
./exemplaires/testset_1000_27.txt,1000,12,3.07859,0.426399
./exemplaires/testset_1000_27.txt,1000,14,3.11545,0.405663
./exemplaires/testset_1000_27.txt,1000,16,3.04083,0.40651
./exemplaires/testset_1000_27.txt,1000,18,2.94514,0.397453
./exemplaires/testset_1000_27.txt,1000,20,3.08584,0.453778
./exemplaires/testset_1000_27.txt,1000,32,3.31413,0.421351
./exemplaires/testset_1000_27.txt,1000,64,3.46897,0.410049
./exemplaires/testset_1000_27.txt,1000,128,4.30804,0.406545
./exemplaires/testset_1000_27.txt,1000,256,5.33851,0.400033
